ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
9,急性リウマチ熱,L,I00,E3UR,=,http://id.who.int/icd/entity/871612151,=,1B40.Z
9,急性リウマチ,S1,I00,E3UR,=,http://id.who.int/icd/entity/871612151,=,1B40.Z
9,リウマチ熱,L,I00,E923,=,http://id.who.int/icd/entity/871612151,=,1B40.Z
9,慢性リウマチ熱,S2,I00,E923,=,http://id.who.int/icd/entity/871612151,=,1B40.Z
9,心臓併発症の記載のないリウマチ熱,S2,I00,E923,=,http://id.who.int/icd/entity/2058300982,=,1B40.Z
9,急性リウマチ熱性輪状紅斑,L,I00,HMDN,=,http://id.who.int/icd/entity/2058300982,=,1B40.Z
9,リウマチ性心膜炎,L,I010,A63P,=,http://id.who.int/icd/entity/869759708,<,1B41.0 
9,急性リウマチ性心膜炎,L,I010,GBRF,=,http://id.who.int/icd/entity/869759708,=,1B41.0 
9,活動性リウマチ性心膜炎,S1,I010,GBRF,=,http://id.who.int/icd/entity/869759708,=,1B41.0
9,亜急性リウマチ性心内膜炎,S2,I010,GBRF,=,http://id.who.int/icd/entity/1453111118,=,1B41.1Z
9,急性リウマチ性心内膜炎,L,I011,ENLB,=,http://id.who.int/icd/entity/1453111118,=,1B41.1Z
9,急性リウマチ性心弁膜炎,S1,I011,ENLB,=,http://id.who.int/icd/entity/1453111118,=,1B41.1Z
9,活動性リウマチ性心弁膜炎,S1,I011,ENLB,=,http://id.who.int/icd/entity/1453111118,=,1B41.1Z
9,急性リウマチ性心筋炎,L,I012,ALHQ,=,http://id.who.int/icd/entity/573695921,=,1B41.2
9,活動性リウマチ性心筋炎,S1,I012,ALHQ,=,http://id.who.int/icd/entity/573695921,=,1B41.2
9,急性リウマチ性汎心炎,L,I018,A69A,=,http://id.who.int/icd/entity/269178969 & http://id.who.int/icd/entity/1479602347 ,<,1B41.Y & XK63 
9,ブイヨー症候群,L,I018,AL6B,=,http://id.who.int/icd/entity/1319454762,<,1B41.Y
9,リウマチ性冠状動脈炎,L,I018,RG00,=,http://id.who.int/icd/entity/238897859,<,1B41.Y / BA8Y
9,急性リウマチ性心疾患,L,I019,NLPH,=,http://id.who.int/icd/entity/535094176,=,1B41.Z
9,リウマチ性舞踏病,L,I029,FFDV,=,http://id.who.int/icd/entity/1799992159,=,1B42
9,僧帽弁狭窄症,L,I050,EHAN,=,http://id.who.int/icd/entity/2115139779,=,BB60.Z
9,僧帽弁狭窄(症),S1,I050,EHAN,=,http://id.who.int/icd/entity/2115139779,=,BB60.Z
9,僧帽弁狭窄,S1,I050,EHAN,=,http://id.who.int/icd/entity/2115139779,=,BB60.Z
9,MS,S1,I050,EHAN,=,http://id.who.int/icd/entity/2115139779,=,BB60.Z
9,僧帽弁口狭窄症,S1,I050,EHAN,=,http://id.who.int/icd/entity/2115139779,=,BB60.Z
9,リウマチ性僧帽弁閉鎖不全症,L,I051,LULP,=,http://id.who.int/icd/entity/1818388016,=,BB61.0
9,リウマチ性僧帽弁逆流症,S1,I051,LULP,=,http://id.who.int/icd/entity/1818388016,=,BB61.0
9,僧帽弁狭窄兼閉鎖不全症,L,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,僧帽弁狭窄閉鎖不全(症),S1,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,MS+MR,S1,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,僧帽弁狭窄閉鎖不全症,S1,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,僧帽弁狭窄閉鎖不全,S1,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,僧帽弁口狭窄閉鎖不全,S1,I052,RRAP,=,http://id.who.int/icd/entity/2043723510,=,BB63.Z 
9,僧帽弁乳頭筋不全,L,I058,QFTR,=,http://id.who.int/icd/entity/1997348476 & http://id.who.int/icd/entity/1697151268,=,BB6Z &  XA2DC8  
9,乳頭筋機能低下症,S2,I058,QFTR,=,http://id.who.int/icd/entity/1997348476 & http://id.who.int/icd/entity/1697151268,=,BB6Z &  XA2DC8   
9,僧帽弁不全症,L,I058,QPM4,=,http://id.who.int/icd/entity/1997348476 ,=,BB6Z
