ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
16,高血圧性障害のある母体より出生した児,L,P000,GLAT,=,http://id.who.int/icd/entity/691510326,=,KA00.0 
16,Ｂ型肝炎ウイルス感染母体より出生した児,L,P002,AP7Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/592762674,=,KA00.3 & XN0GA
16,B型肝炎ウイルス感染母体より出生した児,S0,P002,AP7Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/592762674,=,KA00.3 & XN0GA
16,HBV感染母体より出生した児,S1,P002,AP7Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/592762674,=,KA00.3 & XN0GA
16,HBV感染妊婦より出生した児,S1,P002,AP7Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/592762674,=,KA00.3 & XN0GA
16,B型肝炎ウイルス感染妊婦より出生した児,S1,P002,AP7Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/592762674,=,KA00.3 & XN0GA
16,ヒトパルボウイルスＢ１９感染母体より出生した児,L,P002,B74A,<,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1454950754 ,<,KA00. 3 & XN7X8
16,ヒトパルボウイルスB19感染母体より出生した児,S0,P002,B74A,<,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1454950754 ,<,KA00. 3 & XN7X8
16,ヒトパルボウイルスB19感染妊婦より出生した児,S1,P002,B74A,<,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1454950754 ,<,KA00. 3 & XN7X8
16,成人Ｔ細胞白血病ウイルス感染母体より出生した児,L,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,成人T細胞白血病ウイルス感染母体より出生した児,S0,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,ATLウイルス感染妊婦より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,HTLV-1感染母体より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,HTLV-1感染妊婦より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,成人T細胞白血病ウイルス感染妊婦より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,HTLV感染母体より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,ATLウイルス感染母体より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,HTLV感染妊婦より出生した児,S1,P002,BSSE,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/430573082,=,KA00.3 & XH6TE2
16,真菌感染母体より出生した児,L,P002,C2UC,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1184377859 ,=,KA00.3 & XN8AY
16,真菌感染妊婦より出生した児,S1,P002,C2UC,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1184377859 ,=,KA00.3 & XN8AY
16,水痘・帯状疱疹ウイルス感染母体より出生した児,L,P002,CJTQ,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/213097968,=,KA00.3 & XN0TA
16,水痘・帯状疱疹ウイルス母体より出生した児,S1,P002,CJTQ,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/213097968,=,KA00.3 & XN0TA
16,水痘・帯状疱疹ウイルス妊婦より出生した児,S1,P002,CJTQ,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/213097968,=,KA00.3 & XN0TA
16,サイトメガロウイルス感染母体より出生した児,L,P002,DQF2,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1786174656,=,KA00.3 & XN3SQ 
16,サイトメガロウイルス感染妊婦より出生した児,S1,P002,DQF2,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/1786174656,=,KA00.3 & XN3SQ 
16,ヒトパピローマウイルス感染母体より出生した児,L,P002,E51Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/871564532,=,KA00.3 & XN8JY 
16,HPV感染母体より出生した児,S1,P002,E51Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/871564532,=,KA00.3 & XN8JY 
16,ヒトパピローマウイルス感染妊婦より出生した児,S1,P002,E51Q,=,http://id.who.int/icd/entity/953221469 & http://id.who.int/icd/entity/871564532,=,KA00.3 & XN8JY 
