ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
17,無頭蓋症,L,Q000,BQ5Q,=,http://id.who.int/icd/entity/1719021696,<,LA00.0Y
17,脳欠損,L,Q000,BV50,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,脳無形成,S1,Q000,BV50,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,脳歇損,S1,Q000,BV50,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,脳無発生,S1,Q000,BV50,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,半無脳症,L,Q000,FQVG,=,http://id.who.int/icd/entity/605355634,<,LA00.0Y 
17,無脳症,L,Q000,TPM9,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,無脳児,S1,Q000,TPM9,=,http://id.who.int/icd/entity/1292761836,=,LA00.0Z
17,無脊髄脳症,L,Q000,V3RH,=,http://id.who.int/icd/entity/154698183,=,LA00.3
17,頭蓋脊椎披裂,L,Q001,L22V,=,http://id.who.int/icd/entity/675690362,=,LA00.00
17,頭蓋脊椎破裂,S1,Q001,L22V,=,http://id.who.int/icd/entity/675690362,=,LA00.00
17,後頭孔脳脱出症,L,Q002,E41D,=,http://id.who.int/icd/entity/1558931335,=,LA00.1
17,前頭部脳瘤,L,Q010,LMTV,=,http://id.who.int/icd/entity/1375023725,<,LA01 
17,鼻前頭部脳瘤,L,Q011,BSE1,=,http://id.who.int/icd/entity/884932601,<,LA01 
17,後頭部脳瘤,L,Q012,DU7D,=,http://id.who.int/icd/entity/1075031814,<,LA01 
17,頭蓋底脳瘤,L,Q018,FTDP,=,http://id.who.int/icd/entity/533416539,<,LA01 
17,髄膜脳瘤,L,Q019,H333,=,http://id.who.int/icd/entity/2115894108,<,LA01 
17,脳脊髄瘤,S1,Q019,H333,=,http://id.who.int/icd/entity/2115894108,<,LA01 
17,頭蓋髄膜瘤,S1,Q019,H333,=,http://id.who.int/icd/entity/2115894108,<,LA01 
17,脳髄膜瘤,S1,Q019,H333,=,http://id.who.int/icd/entity/2115894108,<,LA01 
17,脳のう瘤,S1,Q019,H333,=,http://id.who.int/icd/entity/2115894108,<,LA01 
