ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
19,頭部切創,L,S000,A7QL,=,http://id.who.int/icd/entity/103374449,=,NA00.Z  
19,頭部切傷,S1,S000,A7QL,=,http://id.who.int/icd/entity/103374449,=,NA00.Z  
19,頭皮切傷,S1,S000,A7QL,=,http://id.who.int/icd/entity/2055653544,=,NA00.0Z & XA6CW5
19,頭部の表在損傷,S2,S000,A7QL,=,http://id.who.int/icd/entity/103374449,=,NA00.Z
19,頭部虫刺傷,L,S000,AD94,=,http://id.who.int/icd/entity/103374449 & http://id.who.int/icd/entity/1704055292 ,=,NA00.Z & XJ69A
19,頭皮虫刺傷,S1,S000,AD94,=,http://id.who.int/icd/entity/354215283,=,NA00.0Y & XJ69A
19,側頭部皮下血腫,L,S000,C5NP,=,http://id.who.int/icd/entity/1257764542 & http://id.who.int/icd/entity/1642669190,=,NA00.0Y & XJ1C6 & XA9DZ0
19,頭頂部擦過創,L,S000,CND9,=,http://id.who.int/icd/entity/1858655630 & http://id.who.int/icd/entity/1116521274,=,NA00.00 & XA4W34
19,頭頂部擦過傷,S1,S000,CND9,=,http://id.who.int/icd/entity/1858655630 & http://id.who.int/icd/entity/1116521274,=,NA00.00 & XA4W34
19,後頭部打撲傷,L,S000,DM2B,=,http://id.who.int/icd/entity/1290845313,=,NA00.01 & XA7JE5
19,後頭部打撲挫傷,S1,S000,DM2B,=,http://id.who.int/icd/entity/1290845313,=,NA00.01 & XA7JE5
19,頭部血腫,L,S000,E6BR,=,http://id.who.int/icd/entity/1597754998,=,NA00.Y & XJ1C6
19,頭部外傷性皮下異物,L,S000,ENRA,=,http://id.who.int/icd/entity/103374449 & http://id.who.int/icd/entity/2010469183 ,<,NA00.Y & XJ06K 
19,側頭部打撲傷,L,S000,F568,=,http://id.who.int/icd/entity/429136267,=,NA00.01 & XA9DZ0
19,側頭部打撲,S1,S000,F568,=,http://id.who.int/icd/entity/429136267,=,NA00.01 & XA9DZ0
19,頭部外傷性皮下気腫,L,S000,FQDH,=,http://id.who.int/icd/entity/134353249 & http://id.who.int/icd/entity/1357976561,=,NF0A.7 & XA20Q1
19,頭部皮下血腫,L,S000,GL21,=,http://id.who.int/icd/entity/1597754998,=,NA00.Y & XJ1C6
19,頭皮皮下血腫,S1,S000,GL21,=,http://id.who.int/icd/entity/1257764542,=,NA00.0Y & XJ1C6
19,頭部皮下異物,L,S000,H7FJ,=,http://id.who.int/icd/entity/103374449 & http://id.who.int/icd/entity/2010469183 ,=,NA00.Y & XJ06K 
19,外傷性帽状腱膜下出血,L,S000,HAST,=,http://id.who.int/icd/entity/122906336,<,NA00.Y
19,頭皮外傷性腫脹,L,S000,K4CP,<,http://id.who.int/icd/entity/2055653544,<,NA00.0Y 
19,後頭部挫傷,L,S000,KMEB,=,http://id.who.int/icd/entity/1290845313,=,NA00.01 & XA7JE5
19,頭部擦過創,L,S000,L6FC,=,http://id.who.int/icd/entity/864320047,=,NA00.Z & XJ652
19,頭部擦過傷,S1,S000,L6FC,=,http://id.who.int/icd/entity/864320047,=,NA00.Z & XJ652
19,頭皮擦過傷,S1,S000,L6FC,=,http://id.who.int/icd/entity/1858655630,=,NA00.00 
19,頭部挫傷,L,S000,MUHA,=,http://id.who.int/icd/entity/1797984458,=,NA00.7
19,頭頂部挫傷,L,S000,NHV6,=,http://id.who.int/icd/entity/1469680619,=,NA00.01 & XA4W34
19,頭部皮下出血,L,S000,PK18,=,http://id.who.int/icd/entity/1597754998,<,NA00.Y & XJ1C6
19,頭部打撲傷,L,S000,PV3A,=,http://id.who.int/icd/entity/1797984458,=,NA00.7
19,頭皮挫傷,S1,S000,PV3A,=,http://id.who.int/icd/entity/609452693,=,NA00.01 
19,頭部打撲挫傷,S1,S000,PV3A,=,http://id.who.int/icd/entity/1797984458,=,NA00.7
19,頭皮打撲傷,S2,S000,PV3A,=,http://id.who.int/icd/entity/609452693,=,NA00.01
19,頭部打撲,L,S000,Q2VM,=,http://id.who.int/icd/entity/1797984458,=,NA00.7
19,頭部打撲血腫,L,S000,R2JH,=,http://id.who.int/icd/entity/1797984458 & http://id.who.int/icd/entity/1124176890,=,NA00.7 & XJ1C6
19,頭皮表在損傷,L,S000,RMF9,=,http://id.who.int/icd/entity/2055653544,=,NA00.0Z
19,頭皮の表在損傷,S1,S000,RMF9,=,http://id.who.int/icd/entity/2055653544,=,NA00.0Z
19,前頭部打撲傷,L,S000,RVV9,=,http://id.who.int/icd/entity/799456171 ,=,NA00.7 & XA6TR8
19,前頭部打撲擦過傷,S1,S000,RVV9,<,http://id.who.int/icd/entity/799456171,<,NA00.7 & XA6TR8 
19,頭皮下血腫,L,S000,T1EK,=,http://id.who.int/icd/entity/1257764542,=,NA00.0Y & XJ1C6 & XA6CW5
19,頭皮皮下出血,S1,S000,T1EK,=,http://id.who.int/icd/entity/1257764542,=,NA00.0Y & XJ1C6
19,前頭部挫傷,L,S000,TT16,=,http://id.who.int/icd/entity/799456171 ,=,NA00.7 & XA6TR8
19,頭頂部打撲傷,L,S000,VUE1,=,http://id.who.int/icd/entity/1469680619,=,NA00.01 & XA4W34
19,眼瞼打撲傷,L,S001,B3U1,=,http://id.who.int/icd/entity/1505931447,=,NA00.11 & XA3RB1
19,眼瞼皮下出血,L,S001,C1JE,=,http://id.who.int/icd/entity/54641652,=,NA06.01
19,眼瞼血腫,S1,S001,C1JE,=,http://id.who.int/icd/entity/54641652,=,NA06.01
19,眼瞼挫傷,L,S001,CERP,=,http://id.who.int/icd/entity/1505931447,=,NA00.11 & XA3RB1
19,眼瞼部挫傷,S1,S001,CERP,=,http://id.who.int/icd/entity/1505931447,=,NA00.11 & XA3RB1
19,眼周囲部皮下血腫,L,S001,DCNE,=,http://id.who.int/icd/entity/208191082 & http://id.who.int/icd/entity/1124176890,=,NA00.11 & XA0SB3 & XJ1C6
19,眼部皮下出血,L,S001,DQFB,=,http://id.who.int/icd/entity/1505931447,=,NA00.11 & XA3RB1
