ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
11,完全無歯症,L,K000,LFE6,=,http://id.who.int/icd/entity/413433873,=,LA30.0
11,真性歯牙歇如症,S1,K000,LFE6,,,,
11,先天性無歯症,S1,K000,LFE6,=,http://id.who.int/icd/entity/413433873,=,LA30.0
11,全無歯症,S1,K000,LFE6,,,,
11,全歯先天欠如,S1,K000,LFE6,,,,
11,真性歯牙欠如症,S1,K000,LFE6,,,,
11,全部無歯症,S1,K000,LFE6,,,,
11,先天性部分無歯症,L,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,歯数不足(症),S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,先欠,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,非症候性部分無歯症,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,歯数不足,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,歯の先天欠如,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,乏歯症,S1,K000,LJM3,=,http://id.who.int/icd/entity/1559717619,=,LA30.2
11,部分無歯症,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,先天性欠如歯,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,部分的無歯症,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,先天性欠損歯,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,先天欠如歯,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,歯数不足症,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,非症候性部分性無歯症,S1,K000,LJM3,=,http://id.who.int/icd/entity/30994440,=,LA30.1
11,無歯症,L,K000,M23C,=,http://id.who.int/icd/entity/413433873,=,LA30.0
11,正中歯,L,K001,C6P7,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,正中過剰歯,S1,K001,C6P7,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,臼傍歯,L,K001,S5VS,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,過剰歯,L,K001,TV77,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,SNT,S1,K001,TV77,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,多歯,S1,K001,TV77,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,SPT,S1,K001,TV77,=,http://id.who.int/icd/entity/2112834949,=,LA30.3
11,歯数過剰症,S1,K001,TV77,=,http://id.who.int/icd/entity/2112834949,=,LA30.3 
11,臼後歯,L,K001,U44Q,=,http://id.who.int/icd/entity/2112834949,=,LA30.3 
11,第4大臼歯,S1,K001,U44Q,=,http://id.who.int/icd/entity/2112834949,=,LA30.3 
11,小臼歯化,L,K002,AE3C,=,http://id.who.int/icd/entity/1899524406,≒,LA30.4
11,エナメル真珠,L,K002,ASQN,=,http://id.who.int/icd/entity/286435459,<,LA30.4
11,エナメル滴,S1,K002,ASQN,=,http://id.who.int/icd/entity/286435459,<,LA30.4
11,歯内歯,L,K002,B7MB,=,http://id.who.int/icd/entity/100724274,≒,LA30.4
11,重積歯,S1,K002,B7MB,=,http://id.who.int/icd/entity/100724274,≒,LA30.4
11,内反歯,S1,K002,B7MB,<,http://id.who.int/icd/entity/100724274,≒,LA30.4
11,癒着歯,L,K002,BFJP,=,http://id.who.int/icd/entity/279092881,<,LA30.4
11,融合歯,S2,K002,BFJP,=,http://id.who.int/icd/entity/64043360,≒,LA30.4
11,台状根,L,K002,BV3K,<,http://id.who.int/icd/entity/535249788,<,DA07.3 
11,歯根弯曲,L,K002,C5FG,,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,歯根彎曲,S1,K002,C5FG,,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,切歯口蓋側溝,L,K002,GNF5,<,http://id.who.int/icd/entity/535249788,<,DA07.3 
11,舌面歯頚裂溝,S1,K002,GNF5,<,http://id.who.int/icd/entity/535249788,<,DA07.3 
11,栓状歯,L,K002,J9U7,=,http://id.who.int/icd/entity/212077492,≒,LA30.4
11,矮小歯,L,K002,JJ26,=,http://id.who.int/icd/entity/1899524406,≒,LA30.4
11,癒合歯,L,K002,JL0B,=,http://id.who.int/icd/entity/64043360,<,LA30.4
11,巨大歯,L,K002,L8EU,=,http://id.who.int/icd/entity/1012619846,≒,LA30.4
11,樋状根,L,K002,N7VC,<,http://id.who.int/icd/entity/535249788,<,DA07.3 
11,短根歯,L,K002,NFN2,<,http://id.who.int/icd/entity/739022987,<,DA07.4 
11,蕾状歯,L,K002,NJC6,=,http://id.who.int/icd/entity/1899524406,≒,LA30.4
11,円錐歯,L,K002,NNV3,=,http://id.who.int/icd/entity/212077492,≒,LA30.4
11,外反歯,L,K002,P1TJ,=,http://id.who.int/icd/entity/474468588,≒,LA30.4
11,歯の異常結節,S1,K002,P1TJ,=,http://id.who.int/icd/entity/1777423513,≒,LA30.4
11,突出歯,S1,K002,P1TJ,=,http://id.who.int/icd/entity/1424532867,<,DA0E.1
11,異常結節歯,S1,K002,P1TJ,=,http://id.who.int/icd/entity/1777423513,≒,LA30.4
11,切歯結節,S2,K002,P1TJ,=,http://id.who.int/icd/entity/1777423513,≒,LA30.4
11,T型切歯,S2,K002,P1TJ,=,http://id.who.int/icd/entity/1777423513,<,LA30.4
11,咬合面中央結節,S2,K002,P1TJ,=,http://id.who.int/icd/entity/474468588,<,LA30.4
11,犬歯結節,S2,K002,P1TJ,<,http://id.who.int/icd/entity/1777423513,<,LA30.4
11,双生歯,L,K002,PPHU,=,http://id.who.int/icd/entity/1101384526,<,LA30.4
11,咬頭先鋭,L,K002,PS33,<,http://id.who.int/icd/entity/959266138,<,LA30.4
11,切縁先鋭,S1,K002,PS33,<,http://id.who.int/icd/entity/959266138,<,LA30.4
11,隅角先鋭,S1,K002,PS33,<,http://id.who.int/icd/entity/959266138,<,LA30.4
11,弯曲歯,L,K002,RJKR,=,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,彎曲歯,S1,K002,RJKR,=,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,屈曲歯,S1,K002,RJKR,=,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,歯牙湾曲,S1,K002,RJKR,=,http://id.who.int/icd/entity/502760468,<,DA07.3 
11,中心結節,L,K002,RPDB,=,http://id.who.int/icd/entity/474468588,≒,LA30.4
11,シャベル切歯,L,K002,SF1K,=,http://id.who.int/icd/entity/641017458,≒, LA30.4 
11,犬歯化,L,K002,SGV0,<,http://id.who.int/icd/entity/959266138,<,LA30.4
11,臼傍結節,L,K002,THL2,=,http://id.who.int/icd/entity/474468588,≒,LA30.4
11,タウロドント,L,K002,TRHS,=,http://id.who.int/icd/entity/356382747,≒,LA30.4
11,長髄歯,S1,K002,TRHS,=,http://id.who.int/icd/entity/356382747,≒,LA30.4
