ICD10 章,標準病名,代表・同義,ICD10コード,交換コード,関係,ICD11 Foundation URI,関係,MMS
18,頻脈性不整脈,L,R000,DCVC,=,http://id.who.int/icd/entity/449943282,=,MC81.Z
18,呼吸性不整脈,L,R000,FT04,=,http://id.who.int/icd/entity/449943282,=,MC81.Z
18,呼吸性洞性不整脈,S1,R000,FT04,=,http://id.who.int/icd/entity/449943282,=,MC81.Z
18,頻脈症,L,R000,K67M,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,頻脈,S1,R000,K67M,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,頻脈(症),S1,R000,K67M,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,頻拍症,L,R000,Q9EP,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,頻拍(症),S1,R000,Q9EP,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,頻拍,S1,R000,Q9EP,=,http://id.who.int/icd/entity/515681918,=,MC81.0
18,洞頻脈,L,R000,QD4P,=,http://id.who.int/icd/entity/1079046206,<,MC81.0
18,洞性頻脈,S1,R000,QD4P,=,http://id.who.int/icd/entity/1079046206,<,MC81.0
18,徐脈性失神,L,R001,D72K,=,http://id.who.int/icd/entity/1840127321 ,<,MC81.1 
18,徐脈,L,R001,DCR8,=,http://id.who.int/icd/entity/2079810536 ,=,MC81.1
18,徐拍,S1,R001,DCR8,=,http://id.who.int/icd/entity/2079810536 ,=,MC81.1
18,徐脈発作,L,R001,FLDK,=,http://id.who.int/icd/entity/1457291912,=,BC9Z
18,徐脈性不整脈,L,R001,H1JN,=,http://id.who.int/icd/entity/1457291912,=,BC9Z
18,洞徐脈,L,R001,SH0M,=,http://id.who.int/icd/entity/335965816 ,=,BC80.1
18,洞性徐脈,S1,R001,SH0M,=,http://id.who.int/icd/entity/335965816 ,=,BC80.1
18,動悸,L,R002,F6DU,=,http://id.who.int/icd/entity/257569559,=,MC81.2
18,心悸亢進(症),S1,R002,F6DU,=,http://id.who.int/icd/entity/257569559,=,MC81.2
18,心悸亢進,S1,R002,F6DU,=,http://id.who.int/icd/entity/257569559,=,MC81.2
18,心悸亢進症,S1,R002,F6DU,=,http://id.who.int/icd/entity/257569559,=,MC81.2
18,心下悸,L,R002,JHL5,,,,
18,臍上悸,S1,R002,JHL5,,,,
18,臍傍悸,L,R002,K7EA,,,,
18,臍下悸,S1,R002,K7EA,,,,
18,三段脈,L,R008,JM9S,=,http://id.who.int/icd/entity/2090425208,<,MC81.Y
18,二段脈,L,R008,M1UG,=,http://id.who.int/icd/entity/1552273882,<,MC81.Y
18,心拍異常,L,R008,UTUD,=,http://id.who.int/icd/entity/449943282 ,=,MC81.Z 
18,心拍の異常,S1,R008,UTUD,=,http://id.who.int/icd/entity/449943282 ,=,MC81.Z 
18,機能性収縮期雑音,L,R010,CPRE,<,http://id.who.int/icd/entity/1236434473,<,MC83.0
18,機能性心雑音,L,R010,F9S7,=,http://id.who.int/icd/entity/1236434473 ,<,MC83.0
18,生理的心雑音,S1,R010,F9S7,=,http://id.who.int/icd/entity/1236434473 ,<,MC83.0
18,無害性心雑音,S1,R010,F9S7,=,http://id.who.int/icd/entity/2038535587,<,MC83.0
18,拡張期雑音,L,R011,B6JA,<,http://id.who.int/icd/entity/2140822372 ,<,MC83.Z
18,心雑音,L,R011,E5CJ,=,http://id.who.int/icd/entity/2140822372 ,=,MC83.Z
18,器質性心雑音,L,R011,H3BV,=,http://id.who.int/icd/entity/2140822372 ,=,MC83.Z
